iter	Logloss
198	0.123298317
199	0.1227924652
200	0.1223273773
201	0.1218315735
202	0.1213846817
203	0.1211080704
204	0.120712326
205	0.1203740921
206	0.1198535385
207	0.1193211899
208	0.1188384857
209	0.1184619675
210	0.1181818542
211	0.1177211151
212	0.1172840347
213	0.1167787476
214	0.1165306396
215	0.1161431122
216	0.1157106171
217	0.1152215424
218	0.1148411789
219	0.1143765411
220	0.1139504089
221	0.113729538
222	0.1131762161
223	0.1127711868
224	0.1123964157
225	0.1120637131
226	0.1117146378
227	0.1112385712
228	0.1108242264
229	0.1106024857
230	0.1101525192
231	0.1097928925
232	0.1093567505
233	0.1089688034
234	0.1085829163
235	0.108300705
236	0.1079169922
237	0.1075821838
238	0.1071338577
239	0.1067776566
240	0.1064865494
241	0.1062140427
242	0.1058605347
243	0.1054955826
244	0.1051893997
245	0.1047939301
246	0.1044269104
247	0.1040820618
248	0.1037369232
249	0.1033334656
250	0.1030044632
251	0.1026441345
252	0.1022289581
253	0.1019206543
254	0.1014549713
255	0.1011292648
256	0.1008479385
257	0.1005546875
258	0.1001922684
259	0.09985790253
260	0.09952098083
261	0.09912919617
262	0.0988688736
263	0.09844274902
264	0.09815083313
265	0.09790501404
266	0.09769754791
267	0.09746115112
268	0.09712800598
269	0.0968744278
270	0.09664401245
271	0.09639807129
272	0.09601600647
273	0.09579955292
274	0.09546144104
275	0.09524013519
276	0.09501183319
277	0.09468778992
278	0.09439045715
279	0.09420828247
280	0.09389490509
281	0.09360331726
282	0.09323629761
283	0.09292785645
284	0.0926464386
285	0.09235497284
286	0.09211418152
287	0.09177418518
288	0.09154332733
289	0.0912974472
290	0.09097098541
291	0.09065651703
292	0.09034866333
293	0.09003771973
294	0.08968066406
295	0.089427948
296	0.08910746765
297	0.08884314728
298	0.08865034485
299	0.08842454529
300	0.08833170319
301	0.08805029297
302	0.08770385742
303	0.08754846191
304	0.08723215485
305	0.0869677887
306	0.0867526474
307	0.08651371765
308	0.08632348633
309	0.08610018921
310	0.08589241028
311	0.08563045502
312	0.08543786621
313	0.08520465088
314	0.08484954834
315	0.08459761047
316	0.08434906006
317	0.08405268097
318	0.08378539276
319	0.08355518341
320	0.08335102844
321	0.08314245605
322	0.08290168762
323	0.0826987915
324	0.08244641113
325	0.08226609802
326	0.08199434662
327	0.08178325653
328	0.08161303711
329	0.08139653015
330	0.08114965057
331	0.08090700531
332	0.08063655853
333	0.08052304077
334	0.08028922272
335	0.08005635834
336	0.07983851624
337	0.07963638306
338	0.07937010956
339	0.07912902832
340	0.07893074036
341	0.07868836975
342	0.07848472595
343	0.07828277588
344	0.07813340759
345	0.07795214081
346	0.07774752045
347	0.07761923218
348	0.07738427734
349	0.07712588501
350	0.07692816162
351	0.07665306091
352	0.07649320984
353	0.07629318237
354	0.07605599213
355	0.07582885742
356	0.07561756897
357	0.07537532043
358	0.07518904877
359	0.0750058136
360	0.07484181213
361	0.07459259033
362	0.07438599396
363	0.07421298981
364	0.07400067902
365	0.07375590515
366	0.07354518127
367	0.07331689453
368	0.07313049316
369	0.07301629639
370	0.07281147766
371	0.07264703369
372	0.07249845886
373	0.07224796295
374	0.07201976776
375	0.0718052063
376	0.07157815552
377	0.07135514069
378	0.07114053345
379	0.07096974945
380	0.07076141357
381	0.07057363892
382	0.07033938599
383	0.07017405701
384	0.06994869995
385	0.06975812531
386	0.06958932495
387	0.06937671661
388	0.06922105408
389	0.06899291992
390	0.06878237915
391	0.0685903244
392	0.06838014221
393	0.06818300629
394	0.0679413681
395	0.06778609467
396	0.06760784912
397	0.06745526123
398	0.0673159256
399	0.06715093994
400	0.0669442749
401	0.0668180542
402	0.06664369202
403	0.06651049042
404	0.06630418396
405	0.06615260315
406	0.06600483704
407	0.06579006958
408	0.0656426239
409	0.06548426819
410	0.06530127716
411	0.06515340424
412	0.06498147583
413	0.06476507568
414	0.06457706451
415	0.06442803955
416	0.06424591064
417	0.06403239441
418	0.06383438873
419	0.0636620636
420	0.06353364182
421	0.06336587143
422	0.06320169449
423	0.06299205017
424	0.06283490753
425	0.06268323517
426	0.06250670624
427	0.06236006165
428	0.06223189545
429	0.06206111145
430	0.06188086319
431	0.06169760895
432	0.0615193634
433	0.06134012985
434	0.06115860748
435	0.061032547
436	0.06093997955
437	0.06076620102
438	0.06060747147
439	0.06043860626
440	0.06026327896
441	0.0600741806
442	0.05989826202
443	0.05971411133
444	0.05955975342
445	0.05940093231
446	0.05924805069
447	0.05906206131
448	0.05886901093
449	0.05871049118
450	0.05857225037
451	0.05842035294
452	0.05827173615
453	0.05810956192
454	0.0579370575
455	0.05776335144
456	0.05764284515
457	0.05747682953
458	0.05731177902
459	0.05714545059
460	0.05698484421
461	0.05682635498
462	0.05667559052
463	0.05653100967
464	0.05633286667
465	0.05619605255
466	0.05602245331
467	0.0558620224
468	0.05571772766
469	0.05559243774
470	0.05544763565
471	0.05527148056
472	0.05513241577
473	0.05499429321
474	0.05482693481
475	0.05469762421
476	0.05456196213
477	0.05440070343
478	0.05426400375
479	0.05413369751
480	0.05400167084
481	0.05388135529
482	0.05372022247
483	0.05356251526
484	0.05340869904
485	0.0532715416
486	0.05310429764
487	0.05295433044
488	0.05280438614
489	0.05263269806
490	0.05249408722
491	0.05235435486
492	0.05222554016
493	0.05208143234
494	0.05195651245
495	0.05182303619
496	0.05170453644
497	0.05155355835
498	0.05142510223
499	0.05127495956
500	0.05113100052
501	0.05100561523
502	0.0508769455
503	0.0507599411
504	0.0506105423
505	0.05047256851
506	0.05034597015
507	0.05020796204
508	0.05007611847
509	0.04991382599
510	0.04979157257
511	0.04965910721
512	0.04952662277
513	0.04940333557
514	0.04926429367
515	0.0491258316
516	0.04900880814
517	0.04888757324
518	0.04876656342
519	0.04862162781
520	0.04848625946
521	0.04833538818
522	0.04821694946
523	0.04808162308
524	0.04797796249
525	0.04785381699
526	0.04771799469
527	0.04758828735
528	0.04745874023
529	0.04733196259
530	0.04721744156
531	0.0470923996
532	0.04697143936
533	0.04684710693
534	0.04671768951
535	0.04660580826
536	0.04647665787
537	0.04635937881
538	0.04624156189
539	0.04610162735
540	0.04597985077
541	0.04587514114
542	0.04574892807
543	0.04561892319
544	0.04549611664
545	0.0453636055
546	0.04526203537
547	0.04515099335
548	0.04502366638
549	0.04492655945
550	0.04481110764
551	0.04469380188
552	0.04457057571
553	0.04446558762
554	0.04435377884
555	0.04422738647
556	0.04411587524
557	0.04399316788
558	0.04386684418
559	0.04376076508
560	0.04364062119
561	0.04352911377
562	0.04341153336
563	0.04328035736
564	0.04316665268
565	0.04307735443
566	0.04297120285
567	0.04284858704
568	0.04273782349
569	0.04263656616
570	0.04253617477
571	0.04240484619
572	0.04230547714
573	0.04221543884
574	0.04211029816
575	0.04199910736
576	0.04190503311
577	0.04183013916
578	0.04170845795
579	0.04158699036
580	0.04146868515
581	0.04136920929
582	0.04127586746
583	0.04115965271
584	0.04106079483
585	0.04095728302
586	0.04085192871
587	0.04075188828
588	0.04065805817
589	0.04053726959
590	0.04043505859
591	0.04032717133
592	0.04022105408
593	0.04012769318
594	0.04001957703
595	0.03993232727
596	0.0398378067
597	0.03974033356
598	0.03965399933
599	0.03955137253
600	0.03946189117
601	0.03935144424
602	0.03925804901
603	0.03916911316
604	0.03907906342
605	0.03897577667
606	0.03887697601
607	0.03878443146
608	0.03868289948
609	0.0385847702
610	0.03847337341
611	0.03836068726
612	0.03827184677
613	0.03818268967
614	0.03811071014
615	0.03802417755
616	0.03791152573
617	0.03784204483
618	0.03773841858
619	0.03764619446
620	0.03755334854
621	0.0374645462
622	0.03738263702
623	0.0373003006
624	0.03720503616
625	0.0370994072
626	0.03701117706
627	0.03690287781
628	0.03682028961
629	0.03671791077
630	0.03662904739
631	0.03655461121
632	0.03645056915
633	0.03636520386
634	0.03626373291
635	0.03617505264
636	0.03609416199
637	0.03600654602
638	0.03592591858
639	0.03583029175
640	0.03574585724
641	0.03564749146
642	0.03558365631
643	0.0354999733
644	0.03541761398
645	0.0353336525
646	0.03524777222
647	0.03515940094
648	0.03507022095
649	0.03498660278
650	0.03489927292
651	0.03481454468
652	0.03473442841
653	0.03464372253
654	0.03456016159
655	0.0344760704
656	0.03438602066
657	0.03430543518
658	0.03421788406
659	0.03415719223
660	0.03407112503
661	0.03400230026
662	0.03394013214
663	0.03384734726
664	0.03377173615
665	0.03368909073
666	0.03360525513
667	0.03353094482
668	0.03348119736
669	0.033417099
670	0.03335398865
671	0.03327175903
672	0.03318128204
673	0.03309970856
674	0.03302679443
675	0.03298149109
676	0.03289880371
677	0.03281778717
678	0.03273865891
679	0.03266230774
680	0.03258773041
681	0.03252272415
682	0.03245323181
683	0.03237353134
684	0.03228538513
685	0.03222035217
686	0.03216120911
687	0.03208457565
688	0.03202310562
689	0.03193608475
690	0.03186420059
691	0.03178586006
692	0.03171597862
693	0.03164060593
694	0.03156740189
695	0.03150947762
696	0.03144851303
697	0.03137845993
698	0.03129975891
699	0.03123298454
700	0.0311474781
701	0.03107466316
702	0.03099040222
703	0.03091844559
704	0.03084177017
705	0.03077174187
706	0.03069454956
707	0.03062832642
708	0.03054771042
709	0.03048263168
710	0.03040797806
711	0.0303273983
712	0.03027503395
713	0.03021167755
714	0.03015084076
715	0.03008324432
716	0.03000716209
717	0.0299498024
718	0.02990246391
719	0.02984145927
720	0.02976187134
721	0.02968933487
722	0.02964669037
723	0.02959370422
724	0.02952944183
725	0.02945485878
726	0.02940292168
727	0.02933016586
728	0.02927591896
729	0.02922073555
730	0.02918006134
731	0.02912695694
732	0.02906048012
733	0.02901539421
734	0.02894993591
735	0.02889884949
736	0.02882731628
737	0.02876063728
738	0.02869755936
739	0.02862158966
740	0.02855585098
741	0.0284899559
742	0.02842880249
743	0.02836201859
744	0.02830470276
745	0.02825285339
746	0.02819979095
747	0.02814073753
748	0.0280773983
749	0.02801490402
750	0.02794221878
751	0.027873909
752	0.02782274246
753	0.02776874352
754	0.02771183205
755	0.02764652824
756	0.02758967781
757	0.02752739143
758	0.02745544243
759	0.02740596008
760	0.02733755112
761	0.02729015732
762	0.02722529411
763	0.02716495514
764	0.02709918213
765	0.02704431343
766	0.02699361229
767	0.02693451881
768	0.02686457253
769	0.02680469513
770	0.02675365448
771	0.02669120216
772	0.02665084839
773	0.0265830307
774	0.02655055428
775	0.02650514221
776	0.02644092178
777	0.02638386345
778	0.02632096863
779	0.02626818848
780	0.02620558357
781	0.02617229462
782	0.02612035561
783	0.02607148361
784	0.02600748062
785	0.02594976425
786	0.02588866043
787	0.02583321762
788	0.02577101135
789	0.02571611786
790	0.02566307068
791	0.0256115551
792	0.02555219269
793	0.02550592041
794	0.0254431591
795	0.02539973259
796	0.02535739517
797	0.0253009243
798	0.0252475853
799	0.02518877029
800	0.02513256073
801	0.02508512497
802	0.02504653931
803	0.02498485184
804	0.02493049431
805	0.0248725853
806	0.02482254219
807	0.02476029968
808	0.02470892525
809	0.02466766739
810	0.02460454178
811	0.02456216049
812	0.02450254631
813	0.02444985962
814	0.02439910889
815	0.02434532356
816	0.02429562187
817	0.02425165558
818	0.02419942093
819	0.02413805389
820	0.02409344864
821	0.02404124451
822	0.02398975945
823	0.02393894196
824	0.02388713455
825	0.02383251381
826	0.02378367615
827	0.02373286819
828	0.02368804169
829	0.02363015366
830	0.02359833908
831	0.0235593338
832	0.02350047874
833	0.02345448112
834	0.02340276718
835	0.02336142349
836	0.02332061958
837	0.02327053452
838	0.02321567154
839	0.02317491913
840	0.02312453079
841	0.023074646
842	0.02303102112
843	0.02298364449
844	0.02293426895
845	0.02288585854
846	0.02283729172
847	0.02279382133
848	0.02274613953
849	0.02269445419
850	0.02264588928
851	0.022598423
852	0.02255982208
853	0.02251190376
854	0.02247509003
855	0.02243073463
856	0.02238356018
857	0.02234710312
858	0.02231749725
859	0.02226479721
860	0.0222167244
861	0.02216227722
862	0.02211575317
863	0.02207161522
864	0.02202051544
865	0.02198783875
866	0.02194488525
867	0.02189592743
868	0.02184429932
869	0.02179977036
870	0.02175778008
871	0.02170635796
872	0.02166114044
873	0.02161603928
874	0.02157155991
875	0.02152063751
876	0.02146994781
877	0.02142665863
878	0.02139122581
879	0.02134170341
880	0.02129801559
881	0.02125108719
882	0.02120721817
883	0.02116263962
884	0.02112104225
885	0.02108417511
886	0.02104342079
887	0.0210010891
888	0.02095672226
889	0.02092332458
890	0.02088046074
891	0.02084605217
892	0.02081450272
893	0.02077287674
894	0.02072936058
895	0.02068123436
896	0.0206399498
897	0.02060440254
898	0.02056195641
899	0.02052009583
900	0.02048728943
901	0.0204469738
902	0.02040439224
903	0.02036550522
904	0.02032161713
905	0.02028123283
906	0.02023932648
907	0.02020755959
908	0.02016500092
909	0.02013710403
910	0.020100214
911	0.02005904961
912	0.02002550697
913	0.01998468781
914	0.01994648743
915	0.01990576553
916	0.01986306
917	0.01982432365
918	0.01979349899
919	0.01975288391
920	0.01971403885
921	0.01966825485
922	0.01962544632
923	0.01958509827
924	0.01954930878
925	0.01951324844
926	0.01946874237
927	0.019430439
928	0.01939500427
929	0.01935110855
930	0.01931527901
931	0.01927802658
932	0.01923766136
933	0.01919784164
934	0.01915451622
935	0.01912472153
936	0.01909669304
937	0.01905954933
938	0.01902076912
939	0.01898295593
940	0.01895492172
941	0.01891456795
942	0.01888598251
943	0.01884869385
944	0.01882108116
945	0.01878374672
946	0.01874728203
947	0.01871042061
948	0.01867317009
949	0.01864616776
950	0.01861567307
951	0.01857868195
952	0.01855090523
953	0.01851801682
954	0.01849539566
955	0.0184525032
956	0.01841826248
957	0.01838943481
958	0.01835150719
959	0.01831446838
960	0.01827897072
961	0.01823911095
962	0.01821179962
963	0.01818537903
964	0.01814809036
965	0.01811327362
966	0.01807754135
967	0.01803645515
968	0.01799718857
969	0.01796485901
970	0.01792987251
971	0.0178935318
972	0.01786109161
973	0.01782149696
974	0.01779351997
975	0.01775718307
976	0.01772211075
977	0.01769591331
978	0.01766732788
979	0.01763393402
980	0.01760009003
981	0.01756928253
982	0.01753454208
983	0.01751348305
984	0.01747901535
985	0.01745302391
986	0.01742588425
987	0.01738869476
988	0.01735982895
989	0.01732502937
990	0.01729164505
991	0.01726708412
992	0.01724319458
993	0.01721002769
994	0.0171767807
995	0.01714800262
996	0.01711512375
997	0.01708117485
998	0.01704561996
999	0.01701176071
